"name", "sex", "election_type", "party", "initials", "position", "account"
"María Soledad Murillo de la Vega", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/soledad_murillo"
"Fidel Juan Francés Sánchez", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/fidelfrances"
"Rosa María Rubio Martín", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/Rossma"
"Pablo Yáñez González", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/pabloyglez"
"Fernando Castaño Sequeros", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/fercastano"
"Soraya Mangas Muñoz", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/hgsoraya"
"María Natalia del Arco Pozas", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "No result found for María Natalia del Arco Pozas of C's in SALAMANCA"
"Águeda Arranz Fernández", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/AgFerM"
"Miguel Ángel Moreno Valle", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/MiguelAM29"
"Vega María García González", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/flosflorum"
"Bernardo Velasco Mateos", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/bermobra"
"Javier Laso Carrero", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "1", "https://twitter.com/JLasoC"
"Mónica de Quevedo Gómez", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "2", "https://twitter.com/Monilorente"
"Miguel Rodero Carazo", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "3", "https://twitter.com/miguel_rodero"
"Verónica Domínguez Hevia", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "4", "https://twitter.com/Co_Salamanca"
"María José Jiménez Cortiñas", "1", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/mjcurto"
"Marta Santos Ballesteros (Independiente)", "", "congress", "Independiente", "PODEMOS", "2", "https://mobile.twitter.com/MelyMCV"
"José Carlos Iglesias Rodríguez", "0", "congress", "Independiente", "PODEMOS", "3", "https://twitter.com/Pablo_Iglesias_"
"Ángel Lozano Heras", "0", "congress", "Independiente", "PODEMOS", "4", "https://twitter.com/domin_guito"
"Antonio Francisco Pradas Torres", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/PradasTorres"
"Juana Amalia Rodríguez Hernández", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/sevillajordi"
"Antonio Gutiérrez Limones", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/AlcaldedeAlcala"
"Carmen Rocío Cuello Pérez", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/CarmenRCuello"
"José Manuel Girela de la Fuente", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/JoseMGirela"
"Silvia Oñate Moya", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "6", "https://twitter.com/silviaonate"
"Manuel García Benítez", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "7", "https://twitter.com/fincadeliaamate"
"Marta Alonso Lappi", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "8", "https://twitter.com/maartanavarro"
"Agustín Cañete Carmona", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "9", "https://twitter.com/AgusCanete"
"María Luisa Sánchez Trancoso", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "10", "https://twitter.com/formadoraocup"
"José Losada Fernández", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "11", "https://twitter.com/JoseeFdez"
"Feliciana Bernal Romero", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "12", "https://twitter.com/Piluka79"
"Juan Ignacio Zoido Álvarez", "0", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/zoidoalcalde"
"Ricardo Tarno Blanco", "0", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/RicardoTarno"
"María Eugenia Romero Rodríguez", "1", "congress", "PARTIDO POPULAR", "PP", "3", "https://twitter.com/TeresaRodr_"
"Silvia Heredia Martín", "1", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/silviaheredia"
"María del Lidón Guillén Baena", "1", "congress", "PARTIDO POPULAR", "PP", "5", "No result found for María del Lidón Guillén Baena of PP in SEVILLA"
"María Teresa Astolfi González-Mogena", "", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/maritemoya86"
"Fernando Francisco Lorenzo Pérez", "0", "congress", "PARTIDO POPULAR", "PP", "7", "https://twitter.com/FPGandul"
"María Remedios Olmedo Borrego", "1", "congress", "PARTIDO POPULAR", "PP", "8", "https://twitter.com/CarmenBorrego3"
"José Joaquín Hernández Díaz", "0", "congress", "PARTIDO POPULAR", "PP", "9", "https://twitter.com/joafergon"
"Pedro González Rodríguez-Alvariño", "0", "congress", "PARTIDO POPULAR", "PP", "10", "https://twitter.com/pedrogoro"
"Vanessa María Serrano Aguilar", "1", "congress", "PARTIDO POPULAR", "PP", "11", "https://twitter.com/vanesilla28"
"Juan Manuel Albendea Pabón", "", "congress", "PARTIDO POPULAR", "PP", "12", "https://twitter.com/abcdesevilla"
"María Virginia Millán Salmerón", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/javimac92"
"Fidel Prieto Romero", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/cs_sevilla_"
"Antonia Ramírez Ramírez", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/RamirezRio365"
"Cira de la Cruz Sobrino", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/cruzdeguiagrana"
"Diego de los Santos Parejo", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/DavidParejoSing"
"Lucrecia Bernáldez Rodríguez", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/TeamAresSevilla"
"Rosa Vílchez Ruiz", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "7", "https://twitter.com/RosaTorresRuiz"
"José Vicente Gallart Moreno", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "8", "https://twitter.com/abuelosevi1"
"Ana María Chaves Reyes", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "9", "https://twitter.com/AnA_PriNav"
"Francisco José Ríos Manzanares", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "10", "https://twitter.com/FcoMPonce"
"Arturo Sotelo Diego", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "11", "https://twitter.com/DiegoPerotti10"
"María Ángeles Acevedo Rojas", "", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "12", "https://twitter.com/AngelesAcv2"
"Sergio Pascual Peña", "0", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/pascualsergio"
"María Auxiliadora Honorato Chulian", "1", "congress", "PODEMOS", "PODEMOS", "2", "https://twitter.com/jjjuullliiaannn"
"Luis Carlos Rejón Gieb", "0", "congress", "PODEMOS", "PODEMOS", "3", "https://twitter.com/JesusDeOssorno"
"Sofía González Reguera", "1", "congress", "PODEMOS", "PODEMOS", "4", "https://twitter.com/sofia_deejay"
"Manuel Rodríguez Guillén", "0", "congress", "PODEMOS", "PODEMOS", "5", "https://twitter.com/manuelgitaneria"
"Rosario Caballero Elena", "1", "congress", "PODEMOS", "PODEMOS", "6", "https://mobile.twitter.com/RosarioSolano"
"Felipe José Mínguez Gómez (Independiente)", "", "congress", "Independiente", "PODEMOS", "7", "https://twitter.com/anaconsuelogoca"
"Isabel María Jiménez García", "1", "congress", "Independiente", "PODEMOS", "8", "https://twitter.com/isabelcm1978"
"José Rodríguez Núñez", "0", "congress", "Independiente", "PODEMOS", "9", "https://twitter.com/nisti2"
"José Bernal Tobarcia", "0", "congress", "Independiente", "PODEMOS", "10", "https://twitter.com/jmolivacope"
"María del Carmen Elena Martínez Armesto", "1", "congress", "Independiente", "PODEMOS", "11", "https://twitter.com/CARMENMARAESPIN"
"Juan Pablo Coca Pérez", "0", "congress", "Independiente", "PODEMOS", "12", "https://twitter.com/pablomcoca"
"Manuel José Vicente Navas", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/josemanuelgile1"
"Ana María Cazallo Antúnez", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/analagn"
"Mateo Carmelo García Lozano", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/magarturr"
"María Teresa Alonso Pérez-Tinao", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/TereTeresuki"
"Guillermo Ferrer Sánchez", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/GuillermoFT96"
"Patricia Vázquez Pérez", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/patricia_steisy"
"Luis Limón Fernández", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "7", "https://twitter.com/Diablillo_58"
"Amparo Hidalgo Pechamiel", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "8", "https://twitter.com/AmparoPechamiel"
"Pablo Rodríguez Fernández", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "9", "https://twitter.com/JuanPabloFdz"
"Raquel del Pilar González Bolea", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "10", "https://twitter.com/raquelbollo"
"María Ruiz Lora", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "11", "https://twitter.com/CarlosMariaRuiz"
"Juan Antonio Peña Torres", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "12", "https://twitter.com/JPJ91"
"Miguel Ángel Bustamante Martín", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "1", "https://twitter.com/MiguelBemartin"
"Isabel Pulido Marín", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "2", "https://twitter.com/Isabel_Marin_"
"Juan Clemente Sánchez", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "3", "https://twitter.com/AndJclemente"
"Isabel Mora Toro", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "4", "https://twitter.com/TorosMaestranza"
"Fidel Romero Ruiz", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "5", "https://twitter.com/fidelromeroruiz"
"Encarnación Núñez Jiménez", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "6", "https://twitter.com/MoissNezJimnez"
"Santiago Jiménez Torres", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "7", "https://twitter.com/AtorresAntonio"
"Francisca Bejarano Albalá", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "8", "https://twitter.com/bejarano1983"
"José Gallego Casaus", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "9", "https://twitter.com/manologallego7"
"María Antonia Cuenca Ariza", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "10", "https://twitter.com/anaiscafil"
"Francisco Javier Martínez Galán", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "11", "https://twitter.com/Franaos"
"María Dolores Rodríguez Álvarez", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "IULV-CA, UPeC", "12", "https://twitter.com/lolatortosa"
"Sergio del Campo Estaún", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/sdelcampocs"
"José Antonio Quesada Martínez", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/AntonioFQuesada"
"Vicente Castillo Molina", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/VCAM63"
"Josefa Méndez Higuero", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/carjomendez"
"Maria Luz Ramírez Mancha", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/luzaristas"
"Mary Carmen Fernández Fernández", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/maryfernandez_"
"Joan Ruiz i Carbonell", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE)", "1", "https://twitter.com/jruizcarbonell"
"Diana Salvadó Artells", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE)", "2", "https://twitter.com/diana_alforja"
"Víctor Alcoverro Albesa", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE)", "3", "No result found for Víctor Alcoverro Albesa of PSC-PSOE) in TARRAGONA"
"Teresa Esmel Casanova", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE)", "4", "https://twitter.com/mtcasanovas"
"Alfons Ribas Pérez", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE)", "5", "https://twitter.com/xussequera"
"Sofia Acosta Belles", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE)", "6", "https://twitter.com/AdelaAcosta_"
"Jordi Salvador i Duch (Independent)", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSI", "1", "https://twitter.com/UGTTarragona"
"Josep Maria Pallàs i Guasch", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSI", "2", "https://twitter.com/Rosaguasch51"
"Maria del Carme Navarro i Balada", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSI", "3", "https://twitter.com/CarmeMargalef"
"Lluís Navarrete i García", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSI", "4", "https://twitter.com/tarragonaradio"
"Anna Chillida i Fibla", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSI", "5", "https://twitter.com/annamasiptv3"
"Muntsa Cabetas i Samper", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSI", "6", "https://twitter.com/montsepla"
"Jordi Roca Mas", "", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/jordiroca23"
"Juan Bertomeu Bertomeu", "", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/juanjobertomeu"
"Silvia Pujol Garcia", "", "congress", "PARTIDO POPULAR", "PP", "3", "https://twitter.com/vilsietta"
"Francisco Ripoll Roig", "", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/Negro_Armando"
"Maria Borràs Fernandez", "", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/ea3arn"
"Ana Isabel Rubio Garcia", "", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/JAGarciaRubio"
"Andrés Peñalver Bernardo", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/TarragonaAuryn"
"María Victoria Sánchez Monjo", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "No result found for María Victoria Sánchez Monjo of UPyD in TARRAGONA"
"Bernardo Palmas Bernard", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/bernardojop"
"Rosario Garcia Gutierrez", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/aleidarobles"
"Raúl Faustino Parada Gascón", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "No result found for Raúl Faustino Parada Gascón of UPyD in TARRAGONA"
"Rosario Belizón Aleu", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "No result found for Rosario Belizón Aleu of UPyD in TARRAGONA"
"Felix Alonso Cantornè", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "1", "https://twitter.com/felixaltafulla"
"Yolanda López Fernández", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "2", "https://twitter.com/YolandaFersan"
"David Jarque Abad", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "3", "No result found for David Jarque Abad of EN COMÚ in TARRAGONA"
"Maria Isabel Bou Bayona", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "4", "https://twitter.com/iboubayona"
"José Vicente Pruñonosa Reverter", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "5", "https://twitter.com/jaimefdezcaro"
"Maria Argaño Sentís Mate", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "6", "https://twitter.com/esmesolev"
"María Dolores Cospedal García", "1", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/mdcospedal"
"Arturo García-Tizón López", "0", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/MJ_Toledo1"
"Agustín Conde Bajén", "0", "congress", "PARTIDO POPULAR", "PP", "3", "https://twitter.com/agustinconde_b"
"Francisco Vañó Ferre", "0", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/geraldoferrer1"
"Rocío López González", "", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/rociolgdiputada"
"María Remedios Gordo Hernández", "1", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/Mariiafernandz"
"Ramón Luis Molinary Malo", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/JOSELUI68947206"
"Miguel Millán Tirado", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/millanmiguel1"
"Esther la Rosa Ayora", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/toproxycritica"
"María José Rufo Román", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/MariaToledoMT"
"Lucía Castro García", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/maruxacastro"
"Raúl Martín Fernández", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/Raul_Jimenez9"
"Guadalupe Martín González", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/Guadalupem1960"
"José Miguel Camacho Sánchez", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/JoseMiguelCama1"
"Esther Padilla Ruíz", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/EstherPadillaR"
"Luis José Domínguez Iglesias", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/Pablo_Iglesias_"
"Estela Briceño Balbuena", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/joycebriz16"
"Sergio Jaime Benito", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "6", "https://twitter.com/Jsalinastoledo"
"María Olga Ávalos Rebollo (IU)", "", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "1", "https://twitter.com/olgaavalos2"
"Gaspar Torres Collado ", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "2", "https://twitter.com/abel_58"
"Yolanda Jiménez Redondo ", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "3", "https://twitter.com/tpara4"
"Ricardo Gayol Rodríguez (IU)", "", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "4", "https://twitter.com/lgm_com"
"María Antonia Ramos Plaza (IU)", "", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "5", "https://twitter.com/arnaudmercier"
"Juan Manuel Mota López ", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN", "IU-UPeC", "6", "https://twitter.com/ManuelToledoZea"
"María del Pilar Alonso Soria", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/cmmsoria"
"Tomás Morales Peral", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/thepedrotoledo"
"José Francisco Gil Monroy", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/Benavideslaw"
"María Estrella Pérez Montaña", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/MJTorrejon"
"Eva María Lominchar Santos", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/EBargueo"
"Eduardo Guardiola Golmar", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/oxyhooker"
"María Gloria Elizo Serrano", "1", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/MariaSerranoPo"
"María Concepción Rojo García", "1", "congress", "PODEMOS", "PODEMOS", "2", "https://twitter.com/monicayrojo"
"Silvia Casado Arenas", "1", "congress", "PODEMOS", "PODEMOS", "3", "https://twitter.com/silvnavarro/"
"Alejandro Hernández Fraile", "0", "congress", "PODEMOS", "PODEMOS", "4", "https://twitter.com/toledobloom"
"Francisco Javier González Sáez-Bravo", "0", "congress", "PODEMOS", "PODEMOS", "5", "https://twitter.com/bystrocha"
"José Ernesto Vaca-Pereira Justiniano", "0", "congress", "PODEMOS", "PODEMOS", "6", "No result found for José Ernesto Vaca-Pereira Justiniano of PODEMOS in TOLEDO"
"Ana María Botella Gómez", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/ANADELAVIN"
"José Luis Ábalos Meco", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/abalosmeco"
"María Such Palomares", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/SuchMaria"
"Ciprià Císcar Casabán", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "No result found for Ciprià Císcar Casabán of PSOE in VALENCIA/VALÈNCIA"
"Alicia Piquer Sancho", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/conchiteros"
"Antonio Quintana Martínez", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "6", "https://twitter.com/carmennublo"
"Elisa Valía Cotanda", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "7", "https://twitter.com/elisavalia"
"José Joaquín Planells Benedito", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "8", "No result found for José Joaquín Planells Benedito of PSOE in VALENCIA/VALÈNCIA"
"Romina María del Rey Tormos", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "9", "No result found for Romina María del Rey Tormos of PSOE in VALENCIA/VALÈNCIA"
"Pedro Vicente Alamá", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "10", "https://twitter.com/icoev"
"Claudia Suárez González", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "11", "https://twitter.com/claudi_ramirez"
"Juan Carlos Requena Fresno", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "12", "https://twitter.com/JCRequenaFresno"
"María Carmen Jávega del Ramo", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "13", "No result found for María Carmen Jávega del Ramo of PSOE in VALENCIA/VALÈNCIA"
"Juan Rafael Espí Mompó", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "14", "No result found for Juan Rafael Espí Mompó of PSOE in VALENCIA/VALÈNCIA"
"María Teresa Prieto Giménez", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "15", "https://twitter.com/teresajimenez64"
"Vicente Ten Oliver", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/SantoyoVicente"
